_id,AnnoA,ClasseNUMERO,ClasseNOME,SESSO,Isc
427,2020/2021,LM-29,Ingegneria elettronica,F,594
428,2020/2021,LM-29,Ingegneria elettronica,M,3051
429,2020/2021,LM-30,Ingegneria energetica e nucleare,F,700
430,2020/2021,LM-30,Ingegneria energetica e nucleare,M,2664
431,2020/2021,LM-31,Ingegneria gestionale,F,4048
432,2020/2021,LM-31,Ingegneria gestionale,M,7221
433,2020/2021,LM-32,Ingegneria informatica,F,1593
434,2020/2021,LM-32,Ingegneria informatica,M,8496
435,2020/2021,LM-33,Ingegneria meccanica,F,1493
436,2020/2021,LM-33,Ingegneria meccanica,M,10979
437,2020/2021,LM-34,Ingegneria navale,F,86
438,2020/2021,LM-34,Ingegneria navale,M,350
439,2020/2021,LM-35,Ingegneria per l'ambiente e il territorio,F,1172
440,2020/2021,LM-35,Ingegneria per l'ambiente e il territorio,M,1711
441,2020/2021,LM-36,Lingue e letterature dell'Africa e dell'Asia,F,832
442,2020/2021,LM-36,Lingue e letterature dell'Africa e dell'Asia,M,263
443,2020/2021,LM-37,Lingue e letterature moderne europee e americane,F,8369
444,2020/2021,LM-37,Lingue e letterature moderne europee e americane,M,1449
445,2020/2021,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,6973
446,2020/2021,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,1078
447,2020/2021,LM-39,Linguistica,F,3494
448,2020/2021,LM-39,Linguistica,M,691
449,2020/2021,LM-40,Matematica,F,1677
450,2020/2021,LM-40,Matematica,M,1694
451,2020/2021,LM-41,Medicina e chirurgia,F,46541
452,2020/2021,LM-41,Medicina e chirurgia,M,34477
453,2020/2021,LM-42,Medicina veterinaria,F,3655
454,2020/2021,LM-42,Medicina veterinaria,M,1406
455,2020/2021,LM-43,Metodologie informatiche per le discipline umanistiche,F,300
456,2020/2021,LM-43,Metodologie informatiche per le discipline umanistiche,M,148
457,2020/2021,LM-44,Modellistica matematico-fisica per l'ingegneria,F,434
458,2020/2021,LM-44,Modellistica matematico-fisica per l'ingegneria,M,1053
459,2020/2021,LM-45,Musicologia e beni musicali,F,418
460,2020/2021,LM-45,Musicologia e beni musicali,M,279
461,2020/2021,LM-46,Odontoiatria e protesi dentaria,F,3253
462,2020/2021,LM-46,Odontoiatria e protesi dentaria,M,3140
463,2020/2021,LM-47,Organizzazione e gestione dei servizi per lo sport e le attivit motorie,F,1530
464,2020/2021,LM-47,Organizzazione e gestione dei servizi per lo sport e le attivit motorie,M,3336
465,2020/2021,LM-48,Pianificazione territoriale urbanistica e ambientale,F,403
466,2020/2021,LM-48,Pianificazione territoriale urbanistica e ambientale,M,353
467,2020/2021,LM-49,Progettazione e gestione dei sistemi turistici,F,1451
468,2020/2021,LM-49,Progettazione e gestione dei sistemi turistici,M,397
469,2020/2021,LM-50,Programmazione e gestione dei servizi educativi,F,2804
470,2020/2021,LM-50,Programmazione e gestione dei servizi educativi,M,232
471,2020/2021,LM-51,Psicologia,F,19478
472,2020/2021,LM-51,Psicologia,M,4803
473,2020/2021,LM-52,Relazioni internazionali,F,5164
474,2020/2021,LM-52,Relazioni internazionali,M,3147
475,2020/2021,LM-53,Scienza e ingegneria dei materiali,F,651
476,2020/2021,LM-53,Scienza e ingegneria dei materiali,M,1312
477,2020/2021,LM-54,Scienze chimiche,F,1778
478,2020/2021,LM-54,Scienze chimiche,M,1730
479,2020/2021,LM-55,Scienze cognitive,F,262
480,2020/2021,LM-55,Scienze cognitive,M,126
481,2020/2021,LM-56,Scienze dell'economia,F,7151
482,2020/2021,LM-56,Scienze dell'economia,M,8967
483,2020/2021,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,1358
484,2020/2021,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,246
485,2020/2021,LM-58,Scienze dell'universo,F,135
486,2020/2021,LM-58,Scienze dell'universo,M,216
487,2020/2021,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicit",F,4461
488,2020/2021,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicit",M,1839
489,2020/2021,LM-60,Scienze della natura,F,642
490,2020/2021,LM-60,Scienze della natura,M,429
491,2020/2021,LM-61,Scienze della nutrizione umana,F,4070
492,2020/2021,LM-61,Scienze della nutrizione umana,M,1845
493,2020/2021,LM-62,Scienze della politica,F,1664
494,2020/2021,LM-62,Scienze della politica,M,1610
495,2020/2021,LM-63,Scienze delle pubbliche amministrazioni,F,2493
496,2020/2021,LM-63,Scienze delle pubbliche amministrazioni,M,1933
497,2020/2021,LM-64,Scienze delle religioni,F,101
498,2020/2021,LM-64,Scienze delle religioni,M,104
499,2020/2021,LM-65,Scienze dello spettacolo e produzione multimediale,F,2315
500,2020/2021,LM-65,Scienze dello spettacolo e produzione multimediale,M,1200
501,2020/2021,LM-66,Sicurezza informatica,F,80
502,2020/2021,LM-66,Sicurezza informatica,M,523
503,2020/2021,LM-67,Scienze e tecniche delle attivit motorie preventive e adattate,F,3225
504,2020/2021,LM-67,Scienze e tecniche delle attivit motorie preventive e adattate,M,4726
505,2020/2021,LM-68,Scienze e tecniche dello sport,F,672
506,2020/2021,LM-68,Scienze e tecniche dello sport,M,1999
507,2020/2021,LM-69,Scienze e tecnologie agrarie,F,1005
508,2020/2021,LM-69,Scienze e tecnologie agrarie,M,2291
509,2020/2021,LM-70,Scienze e tecnologie alimentari,F,1763
510,2020/2021,LM-70,Scienze e tecnologie alimentari,M,1246
511,2020/2021,LM-71,Scienze e tecnologie della chimica industriale,F,424
512,2020/2021,LM-71,Scienze e tecnologie della chimica industriale,M,573
513,2020/2021,LM-72,Scienze e tecnologie della navigazione,F,35
514,2020/2021,LM-72,Scienze e tecnologie della navigazione,M,100
515,2020/2021,LM-73,Scienze e tecnologie forestali ed ambientali,F,391
516,2020/2021,LM-73,Scienze e tecnologie forestali ed ambientali,M,618
517,2020/2021,LM-74,Scienze e tecnologie geologiche,F,677
518,2020/2021,LM-74,Scienze e tecnologie geologiche,M,1142
519,2020/2021,LM-75,Scienze e tecnologie per l'ambiente e il territorio,F,814
520,2020/2021,LM-75,Scienze e tecnologie per l'ambiente e il territorio,M,713
521,2020/2021,LM-76,Scienze economiche per l'ambiente e la cultura,F,991
522,2020/2021,LM-76,Scienze economiche per l'ambiente e la cultura,M,332
523,2020/2021,LM-77,Scienze economico-aziendali,F,22789
524,2020/2021,LM-77,Scienze economico-aziendali,M,22640
525,2020/2021,LM-78,Scienze filosofiche,F,2525
526,2020/2021,LM-78,Scienze filosofiche,M,2765
527,2020/2021,LM-79,Scienze geofisiche,F,57
528,2020/2021,LM-79,Scienze geofisiche,M,103
529,2020/2021,LM-80,Scienze geografiche,F,244
530,2020/2021,LM-80,Scienze geografiche,M,211
531,2020/2021,LM-81,Scienze per la cooperazione allo sviluppo,F,1339
532,2020/2021,LM-81,Scienze per la cooperazione allo sviluppo,M,497
533,2020/2021,LM-82,Scienze statistiche,F,831
534,2020/2021,LM-82,Scienze statistiche,M,1041
535,2020/2021,LM-83,Scienze statistiche attuariali e finanziarie,F,322
536,2020/2021,LM-83,Scienze statistiche attuariali e finanziarie,M,525
537,2020/2021,LM-84,Scienze storiche,F,1861
538,2020/2021,LM-84,Scienze storiche,M,2897
539,2020/2021,LM-85,Scienze pedagogiche,F,13397
540,2020/2021,LM-85,Scienze pedagogiche,M,1241
541,2020/2021,LM-85 bis,Scienze della formazione primaria,F,32336
542,2020/2021,LM-85 bis,Scienze della formazione primaria,M,2046
543,2020/2021,LM-86,Scienze zootecniche e tecnologie  animali,F,522
544,2020/2021,LM-86,Scienze zootecniche e tecnologie  animali,M,318
545,2020/2021,LM-87,Servizio sociale e politiche sociali,F,4647
546,2020/2021,LM-87,Servizio sociale e politiche sociali,M,455
547,2020/2021,LM-88,Sociologia e ricerca sociale,F,2025
548,2020/2021,LM-88,Sociologia e ricerca sociale,M,846
549,2020/2021,LM-89,Storia dell'arte,F,4638
550,2020/2021,LM-89,Storia dell'arte,M,1050
551,2020/2021,LM-90,Studi europei,F,575
552,2020/2021,LM-90,Studi europei,M,390
553,2020/2021,LM-91,Tecniche e metodi per la societa dell'informazione,F,457
554,2020/2021,LM-91,Tecniche e metodi per la societa dell'informazione,M,985
555,2020/2021,LM-92,Teorie della comunicazione,F,1794
556,2020/2021,LM-92,Teorie della comunicazione,M,733
557,2020/2021,LM-93,Teorie e metodologie dell'e-learning e della media education,F,63
558,2020/2021,LM-93,Teorie e metodologie dell'e-learning e della media education,M,13
559,2020/2021,LM-94,Traduzione specialistica e interpretariato,F,2309
560,2020/2021,LM-94,Traduzione specialistica e interpretariato,M,401
561,2020/2021,LMG/01,Magistrali in giurisprudenza,F,70353
562,2020/2021,LMG/01,Magistrali in giurisprudenza,M,41687
563,2020/2021,LMR/02,Conservazione e restauro dei beni culturali,F,479
564,2020/2021,LMR/02,Conservazione e restauro dei beni culturali,M,78
565,2020/2021,SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,162
566,2020/2021,SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,72
567,2020/2021,SNT1/S,Specialistiche nelle scienze infermieristiche e ostetriche,F,5
568,2020/2021,SNT1/S,Specialistiche nelle scienze infermieristiche e ostetriche,M,1
569,2020/2021,SNT2,Professioni sanitarie della riabilitazione,F,49
570,2020/2021,SNT2,Professioni sanitarie della riabilitazione,M,29
571,2020/2021,SNT2/S,Specialistiche nelle scienze delle professioni sanitarie della riabilitazione,F,1
572,2020/2021,SNT2/S,Specialistiche nelle scienze delle professioni sanitarie della riabilitazione,M,1
573,2020/2021,SNT3,Professioni sanitarie tecniche,F,27
574,2020/2021,SNT3,Professioni sanitarie tecniche,M,22
575,2020/2021,SNT3/S,Specialistiche nelle scienze delle professioni sanitarie tecniche,F,2
576,2020/2021,SNT3/S,Specialistiche nelle scienze delle professioni sanitarie tecniche,M,2
577,2020/2021,SNT4,Professioni sanitarie della prevenzione,F,6
578,2020/2021,SNT4,Professioni sanitarie della prevenzione,M,10
579,2020/2021,SNT4/S,Specialistiche nelle scienze delle professioni sanitarie della prevenzione,M,1
580,2019/2020,1,Biotecnologie,F,96
581,2019/2020,1,Biotecnologie,M,36
582,2019/2020,01/S,Specialistiche in antropologia culturale ed etnologia,F,11
583,2019/2020,01/S,Specialistiche in antropologia culturale ed etnologia,M,3
584,2019/2020,2,Scienze dei servizi giuridici,F,152
585,2019/2020,2,Scienze dei servizi giuridici,M,146
586,2019/2020,02/S,Specialistiche in archeologia,F,9
587,2019/2020,02/S,Specialistiche in archeologia,M,4
588,2019/2020,3,Scienze della mediazione linguistica,F,198
589,2019/2020,3,Scienze della mediazione linguistica,M,39
590,2019/2020,03/S,Specialistiche in architettura del paesaggio,F,4
591,2019/2020,03/S,Specialistiche in architettura del paesaggio,M,2
592,2019/2020,4,Scienze dell'architettura e dell'ingegneria edile,F,210
593,2019/2020,4,Scienze dell'architettura e dell'ingegneria edile,M,249
594,2019/2020,04/S,Specialistiche in architettura e ingegneria edile,F,25
595,2019/2020,04/S,Specialistiche in architettura e ingegneria edile,M,34
596,2019/2020,04/S-cu,Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico,F,720
597,2019/2020,04/S-cu,Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico,M,615
598,2019/2020,5,Lettere,F,505
599,2019/2020,5,Lettere,M,144
600,2019/2020,05/S,Specialistiche in archivistica e biblioteconomia,F,7
601,2019/2020,05/S,Specialistiche in archivistica e biblioteconomia,M,1
602,2019/2020,6,Scienze del servizio sociale,F,191
603,2019/2020,6,Scienze del servizio sociale,M,19
604,2019/2020,06/S,Specialistiche in biologia,F,17
605,2019/2020,06/S,Specialistiche in biologia,M,9
606,2019/2020,7,Urbanistica e scienze della pianificazione territoriale e ambientale,F,12
607,2019/2020,7,Urbanistica e scienze della pianificazione territoriale e ambientale,M,31
608,2019/2020,8,Ingegneria civile e ambientale,F,196
609,2019/2020,8,Ingegneria civile e ambientale,M,437
610,2019/2020,08/S,Specialistiche in biotecnologie industriali,F,2
611,2019/2020,9,Ingegneria dell'informazione,F,136
612,2019/2020,9,Ingegneria dell'informazione,M,853
613,2019/2020,09/S,"Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche",F,2
614,2019/2020,09/S,"Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche",M,1
615,2019/2020,10,Ingegneria industriale,F,179
616,2019/2020,10,Ingegneria industriale,M,941
617,2019/2020,10/S,Specialistiche in conservazione dei beni architettonici e ambientali,F,1
618,2019/2020,100/S,Specialistiche in tecniche e metodi per la societa dell'informazione,F,1
619,2019/2020,100/S,Specialistiche in tecniche e metodi per la societa dell'informazione,M,2
620,2019/2020,101/S,Specialistiche in teoria della comunicazione,F,4
621,2019/2020,101/S,Specialistiche in teoria della comunicazione,M,3
622,2019/2020,102/S,Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica,M,1
623,2019/2020,103/S,Specialistiche in teorie e metodi del disegno industriale,F,3
624,2019/2020,103/S,Specialistiche in teorie e metodi del disegno industriale,M,7
625,2019/2020,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,F,15
626,2019/2020,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,M,1
627,2019/2020,11,Lingue e culture moderne,F,504
628,2019/2020,11,Lingue e culture moderne,M,106
629,2019/2020,12,Scienze biologiche,F,464
630,2019/2020,12,Scienze biologiche,M,117
631,2019/2020,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,F,1
632,2019/2020,13,Scienze dei beni culturali,F,462
633,2019/2020,13,Scienze dei beni culturali,M,122
634,2019/2020,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",F,10
635,2019/2020,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",M,8
636,2019/2020,14,Scienze della comunicazione,F,283
637,2019/2020,14,Scienze della comunicazione,M,150
638,2019/2020,14/S,Specialistiche in farmacia e farmacia industriale,F,1699
639,2019/2020,14/S,Specialistiche in farmacia e farmacia industriale,M,616
640,2019/2020,15,Scienze politiche e delle relazioni internazionali,F,240
641,2019/2020,15,Scienze politiche e delle relazioni internazionali,M,282
642,2019/2020,15/S,Specialistiche in filologia e letterature dell'antichita,F,8
643,2019/2020,15/S,Specialistiche in filologia e letterature dell'antichita,M,3
644,2019/2020,16,Scienze della Terra,F,18
645,2019/2020,16,Scienze della Terra,M,38
646,2019/2020,16/S,Specialistiche in filologia moderna,F,35
647,2019/2020,16/S,Specialistiche in filologia moderna,M,8
648,2019/2020,17,Scienze dell'economia e della gestione aziendale,F,944
649,2019/2020,17,Scienze dell'economia e della gestione aziendale,M,901
650,2019/2020,17/S,Specialistiche in filosofia e storia della scienza,F,1
651,2019/2020,17/S,Specialistiche in filosofia e storia della scienza,M,1
652,2019/2020,18,Scienze dell'educazione e della formazione,F,784
653,2019/2020,18,Scienze dell'educazione e della formazione,M,84
654,2019/2020,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",F,8
655,2019/2020,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",M,9
656,2019/2020,18-bis,Scienze della Formazione Primaria - Quadriennale,F,1010
657,2019/2020,18-bis,Scienze della Formazione Primaria - Quadriennale,M,54
658,2019/2020,19,Scienze dell'amministrazione,F,124
659,2019/2020,19,Scienze dell'amministrazione,M,128
660,2019/2020,19/S,Specialistiche in finanza,F,4
661,2019/2020,19/S,Specialistiche in finanza,M,2
662,2019/2020,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",F,126
663,2019/2020,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",M,199
664,2019/2020,20/S,Specialistiche in fisica,F,8
665,2019/2020,20/S,Specialistiche in fisica,M,11
666,2019/2020,21,Scienze e tecnologie chimiche,F,75
667,2019/2020,21,Scienze e tecnologie chimiche,M,82
668,2019/2020,21/S,Specialistiche in geografia,F,2
669,2019/2020,21/S,Specialistiche in geografia,M,3
670,2019/2020,22,Scienze e tecnologie della navigazione marittima e aerea,F,1
671,2019/2020,22,Scienze e tecnologie della navigazione marittima e aerea,M,3
672,2019/2020,22/S,Specialistiche in giurisprudenza,F,89
673,2019/2020,22/S,Specialistiche in giurisprudenza,M,53
674,2019/2020,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",F,104
675,2019/2020,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",M,56
676,2019/2020,23/S,Specialistiche in informatica,F,12
677,2019/2020,23/S,Specialistiche in informatica,M,39
678,2019/2020,24,Scienze e tecnologie farmaceutiche,F,206
679,2019/2020,24,Scienze e tecnologie farmaceutiche,M,57
680,2019/2020,24/S,Specialistiche in informatica per le discipline umanistiche,M,1
681,2019/2020,25,Scienze e tecnologie fisiche,F,44
682,2019/2020,25,Scienze e tecnologie fisiche,M,94
683,2019/2020,25/S,Specialistiche in ingegneria aerospaziale e astronautica,F,1
684,2019/2020,25/S,Specialistiche in ingegneria aerospaziale e astronautica,M,14
685,2019/2020,26,Scienze e tecnologie informatiche,F,64
686,2019/2020,26,Scienze e tecnologie informatiche,M,404
687,2019/2020,26/S,Specialistiche in ingegneria biomedica,F,7
688,2019/2020,26/S,Specialistiche in ingegneria biomedica,M,5
689,2019/2020,27,Scienze e tecnologie per l'ambiente e la natura,F,70
690,2019/2020,27,Scienze e tecnologie per l'ambiente e la natura,M,61
691,2019/2020,27/S,Specialistiche in ingegneria chimica,F,4
692,2019/2020,27/S,Specialistiche in ingegneria chimica,M,2
693,2019/2020,28,Scienze economiche,F,315
694,2019/2020,28,Scienze economiche,M,251
695,2019/2020,28/S,Specialistiche in ingegneria civile,F,9
696,2019/2020,28/S,Specialistiche in ingegneria civile,M,30
697,2019/2020,29,Filosofia,F,119
698,2019/2020,29,Filosofia,M,102
699,2019/2020,29/S,Specialistiche in ingegneria dell'automazione,F,3
700,2019/2020,29/S,Specialistiche in ingegneria dell'automazione,M,7
701,2019/2020,30,Scienze geografiche,F,13
702,2019/2020,30,Scienze geografiche,M,15
703,2019/2020,30/S,Specialistiche in ingegneria delle telecomunicazioni,F,3
704,2019/2020,30/S,Specialistiche in ingegneria delle telecomunicazioni,M,15
705,2019/2020,31,Scienze giuridiche,F,377
706,2019/2020,31,Scienze giuridiche,M,210
707,2019/2020,31/S,Specialistiche in ingegneria elettrica,F,1
